year,season,fishery,length,freq
1957,2,1,28,0
1957,2,1,30,0
1957,2,1,32,0
1957,2,1,34,0
1957,2,1,36,0
1957,2,1,38,0
1957,2,1,40,0
1957,2,1,42,0
1957,2,1,44,0
1957,2,1,46,0
1957,2,1,48,0
1957,2,1,50,0
1957,2,1,52,0
1957,2,1,54,0
1957,2,1,56,0
1957,2,1,58,0
1957,2,1,60,0.000181039407987797
1957,2,1,62,0.00101834666993136
1957,2,1,64,0.00579326105560951
1957,2,1,66,0.0200953742866455
1957,2,1,68,0.0515825380839164
1957,2,1,70,0.11190801196657
1957,2,1,72,0.204958381356013
1957,2,1,74,0.398661634631076
1957,2,1,76,0.79825185458434
1957,2,1,78,1.46500959320142
1957,2,1,80,2.40552859885107
1957,2,1,82,3.60724735463829
1957,2,1,84,5.32914630810736
1957,2,1,86,7.67707496839157
1957,2,1,88,10.703710911508
1957,2,1,90,13.682384754849
1957,2,1,92,16.1641043302361
1957,2,1,94,19.5809565686496
1957,2,1,96,23.5138762497908
1957,2,1,98,27.8389824167761
1957,2,1,100,32.209541412893
1957,2,1,102,35.2136892971179
1957,2,1,104,36.3121608596773
1957,2,1,106,35.8047577224699
1957,2,1,108,34.7455199017184
1957,2,1,110,33.1316437776488
1957,2,1,112,33.2211124538915
1957,2,1,114,34.5519745452124
1957,2,1,116,38.20988184217
1957,2,1,118,42.0711761314059
1957,2,1,120,47.1599765177524
1957,2,1,122,51.8433963116076
1957,2,1,124,55.2186793922605
1957,2,1,126,54.6880378541935
1957,2,1,128,51.0719306741002
1957,2,1,130,43.7597626952238
1957,2,1,132,33.787272770027
1957,2,1,134,25.7949419372643
1957,2,1,136,19.3079793659162
1957,2,1,138,14.7843070440226
1957,2,1,140,11.5851010836669
1957,2,1,142,9.00246420445832
1957,2,1,144,7.37813190358989
1957,2,1,146,5.72063179205359
1957,2,1,148,4.44176880265048
1957,2,1,150,3.3213815240837
1957,2,1,152,2.52411349199032
1957,2,1,154,1.91056082575471
1957,2,1,156,1.34925142795828
1957,2,1,158,0.795678504573314
1957,2,1,160,0.447870585020598
1957,2,1,162,0.295470732953115
1957,2,1,164,0.251053894175102
1957,2,1,166,0.204975105213176
1957,2,1,168,0.147639277443983
1957,2,1,170,0.101135399864733
1957,2,1,172,0.0713642006655486
1957,2,1,174,0.0534162852537735
1957,2,1,176,0.0317855331094309
1957,2,1,178,0.0147252352287041
1957,2,1,180,0.00408917000942105
1957,2,1,182,0.00115412622592221
1957,2,1,184,0.000113149629992373
1957,2,1,186,0.000113149629992373
1957,2,1,188,0
1957,2,1,190,0
1957,2,1,192,0
1957,2,1,194,0
1957,2,1,196,0
1957,2,1,198,0
1958,2,1,10,0
1958,2,1,12,0
1958,2,1,14,0
1958,2,1,16,0
1958,2,1,18,0
1958,2,1,20,0
1958,2,1,22,0
1958,2,1,24,0
1958,2,1,26,0
1958,2,1,28,0
1958,2,1,30,0
1958,2,1,32,0
1958,2,1,34,0
1958,2,1,36,0
1958,2,1,38,0
1958,2,1,40,0
1958,2,1,42,0
1958,2,1,44,0
1958,2,1,46,0
1958,2,1,48,0
1958,2,1,50,0
1958,2,1,52,0
1958,2,1,54,0
1958,2,1,56,0
1958,2,1,58,0
1958,2,1,60,0
1958,2,1,62,0
1958,2,1,64,0
1958,2,1,66,0
1958,2,1,68,1.82058386024142e-05
1958,2,1,70,0.000236675901831385
1958,2,1,72,0.00210530776016049
1958,2,1,74,0.0106002531773639
1958,2,1,76,0.0405108637372092
1958,2,1,78,0.113866656742292
1958,2,1,80,0.235031607774917
1958,2,1,82,0.367800167965634
1958,2,1,84,0.48820633788771
1958,2,1,86,0.669250663314044
1958,2,1,88,1.0730204448941
1958,2,1,90,1.89924663429763
1958,2,1,92,3.11282554253401
1958,2,1,94,4.71292327928133
1958,2,1,96,6.49308981056922
1958,2,1,98,8.52041886701216
1958,2,1,100,10.9908173274608
1958,2,1,102,13.5092582949306
1958,2,1,104,15.4640113887128
1958,2,1,106,17.1114352055868
1958,2,1,108,18.444886843659
1958,2,1,110,18.6761486906307
1958,2,1,112,17.9479887123493
1958,2,1,114,15.7217385667584
1958,2,1,116,13.5106524895422
1958,2,1,118,11.4329720704557
1958,2,1,120,10.4579992124523
1958,2,1,122,10.5766563411304
1958,2,1,124,11.1444915797706
1958,2,1,126,11.1384077639596
1958,2,1,128,10.5129837128653
1958,2,1,130,9.03096012272048
1958,2,1,132,6.98718923905765
1958,2,1,134,5.30423390410738
1958,2,1,136,3.92050080985361
1958,2,1,138,2.95027232591825
1958,2,1,140,2.26796755653449
1958,2,1,142,1.78333004212298
1958,2,1,144,1.46080191829955
1958,2,1,146,1.15475283284105
1958,2,1,148,0.95354226348628
1958,2,1,150,0.761317226619462
1958,2,1,152,0.576285437143631
1958,2,1,154,0.399821043395104
1958,2,1,156,0.246660734750071
1958,2,1,158,0.130067471712991
1958,2,1,160,0.0564765727187397
1958,2,1,162,0.0183577489827509
1958,2,1,164,0.0046445767341214
1958,2,1,166,0.000964909445927954
1958,2,1,168,0.000254881740433799
1958,2,1,170,3.64116772048285e-05
1958,2,1,172,3.64116772048285e-05
1958,2,1,174,0
1958,2,1,176,0
1958,2,1,178,0
1958,2,1,180,0
1958,2,1,182,0
1958,2,1,184,0
1958,2,1,186,0
1958,2,1,188,0
1958,2,1,190,0
1958,2,1,192,0
1958,2,1,194,0
1958,2,1,196,0
1958,2,1,198,0
1958,4,1,10,0
1958,4,1,12,0
1958,4,1,14,0
1958,4,1,16,0
1958,4,1,18,0
1958,4,1,20,0
1958,4,1,22,0
1958,4,1,24,0
1958,4,1,26,0
1958,4,1,28,0
1958,4,1,30,0
1958,4,1,32,0
1958,4,1,34,0
1958,4,1,36,0
1958,4,1,38,0
1958,4,1,40,0
1958,4,1,42,0
1958,4,1,44,0
1958,4,1,46,0
1958,4,1,48,0
1958,4,1,50,0
1958,4,1,52,0
1958,4,1,54,4.16370051403407e-05
1958,4,1,56,0.000291459035982385
1958,4,1,58,0.00183202822617499
1958,4,1,60,0.00786895579984884
1958,4,1,62,0.0317460803325915
1958,4,1,64,0.0823670388063838
1958,4,1,66,0.164973383523397
1958,4,1,68,0.271352157774247
1958,4,1,70,0.375146031179948
1958,4,1,72,0.419102358289863
1958,4,1,74,0.434260097030191
1958,4,1,76,0.435912526876152
1958,4,1,78,0.483604459300037
1958,4,1,80,0.587575316885526
1958,4,1,82,0.665652172238328
1958,4,1,84,0.717166300258267
1958,4,1,86,0.777793403967571
1958,4,1,88,0.901480037725989
1958,4,1,90,1.06992117934447
1958,4,1,92,1.2325190819958
1958,4,1,94,1.51295255013823
1958,4,1,96,2.02955230215945
1958,4,1,98,3.01858090068328
1958,4,1,100,4.55007404014777
1958,4,1,102,6.41059050342187
1958,4,1,104,7.88927853495296
1958,4,1,106,8.67836179501965
1958,4,1,108,9.00456816966826
1958,4,1,110,9.024285640363
1958,4,1,112,9.6820775647923
1958,4,1,114,11.3230431574308
1958,4,1,116,14.5703654872866
1958,4,1,118,18.4638514379255
1958,4,1,120,22.7386625924597
1958,4,1,122,26.2154959449595
1958,4,1,124,28.5256322752275
1958,4,1,126,29.1968390241896
1958,4,1,128,29.7185725576336
1958,4,1,130,30.2293166646072
1958,4,1,132,30.0858854787852
1958,4,1,134,30.6406160004314
1958,4,1,136,30.6708740718538
1958,4,1,138,29.5954547785682
1958,4,1,140,27.3931849978556
1958,4,1,142,23.5108856522313
1958,4,1,144,20.0553573803844
1958,4,1,146,15.9729847768678
1958,4,1,148,12.6689812587408
1958,4,1,150,9.42962354498828
1958,4,1,152,6.68457548091638
1958,4,1,154,4.55528826236909
1958,4,1,156,2.93974377043284
1958,4,1,158,1.72421530523619
1958,4,1,160,0.897452685815671
1958,4,1,162,0.410346324211424
1958,4,1,164,0.174308458631504
1958,4,1,166,0.0609866165964438
1958,4,1,168,0.0184721796360347
1958,4,1,170,0.00374929655928735
1958,4,1,172,0.000704342784416325
1958,4,1,174,0.000129312529645502
1958,4,1,176,0
1958,4,1,178,0
1958,4,1,180,0
1958,4,1,182,0
1958,4,1,184,0
1958,4,1,186,0
1958,4,1,188,0
1958,4,1,190,0
1958,4,1,192,0
1958,4,1,194,0
1958,4,1,196,0
1958,4,1,198,0
1959,1,1,10,0
1959,1,1,12,0
1959,1,1,14,0
1959,1,1,16,0
1959,1,1,18,0
1959,1,1,20,0
1959,1,1,22,0
1959,1,1,24,0
1959,1,1,26,0
1959,1,1,28,0
1959,1,1,30,0
1959,1,1,32,0
1959,1,1,34,0
1959,1,1,36,0
1959,1,1,38,0
1959,1,1,40,0
1959,1,1,42,0
1959,1,1,44,0
1959,1,1,46,0
1959,1,1,48,0
1959,1,1,50,0
1959,1,1,52,0
1959,1,1,54,0
1959,1,1,56,0
1959,1,1,58,0
1959,1,1,60,0.000275121465712137
1959,1,1,62,0.00169679892589581
1959,1,1,64,0.00984273169743917
1959,1,1,66,0.0371738530361369
1959,1,1,68,0.108492869300755
1959,1,1,70,0.27014966980956
1959,1,1,72,0.528809099822685
1959,1,1,74,0.989131142159328
1959,1,1,76,1.72114127994406
1959,1,1,78,2.73108989226286
1959,1,1,80,3.89736598357835
1959,1,1,82,4.81155373911085
1959,1,1,84,5.45838491767734
1959,1,1,86,5.90779282668082
1959,1,1,88,6.26538947932318
1959,1,1,90,6.26944768990618
1959,1,1,92,5.87522818973851
1959,1,1,94,5.61370158382612
1959,1,1,96,5.46026166914217
1959,1,1,98,5.37364885756813
1959,1,1,100,5.44009403038996
1959,1,1,102,5.51824413656806
1959,1,1,104,5.76220638800186
1959,1,1,106,6.50482995050876
1959,1,1,108,8.42153684739908
1959,1,1,110,11.4308441767823
1959,1,1,112,15.4558880417609
1959,1,1,114,19.1888999421293
1959,1,1,116,23.1099106352251
1959,1,1,118,25.8845209721444
1959,1,1,120,28.1173445655578
1959,1,1,122,28.8727042844741
1959,1,1,124,27.8618177324977
1959,1,1,126,24.6613537546506
1959,1,1,128,20.2363051089292
1959,1,1,130,15.1903773150922
1959,1,1,132,10.2018470992828
1959,1,1,134,6.72161164815108
1959,1,1,136,4.35905659217224
1959,1,1,138,3.0065452081134
1959,1,1,140,2.11130409429729
1959,1,1,142,1.47429480439691
1959,1,1,144,1.15454770883726
1959,1,1,146,0.978607450939916
1959,1,1,148,0.87236349376619
1959,1,1,150,0.698667515147437
1959,1,1,152,0.478132865843552
1959,1,1,154,0.281362246209362
1959,1,1,156,0.153033564325257
1959,1,1,158,0.0886582808579024
1959,1,1,160,0.0709902639125785
1959,1,1,162,0.0692154428744551
1959,1,1,164,0.0624935442407917
1959,1,1,166,0.0484531437287548
1959,1,1,168,0.0307839322187696
1959,1,1,170,0.01623826404615
1959,1,1,172,0.00635563821708481
1959,1,1,174,0.00254524967775556
1959,1,1,176,0.000621609973330287
1959,1,1,178,0.000136713422588297
1959,1,1,180,4.70746743523307e-05
1959,1,1,182,2.98795827453221e-06
1959,1,1,184,0
1959,1,1,186,0
1959,1,1,188,0
1959,1,1,190,0
1959,1,1,192,0
1959,1,1,194,0
1959,1,1,196,0
1959,1,1,198,0
1959,2,1,10,0
1959,2,1,12,0
1959,2,1,14,0
1959,2,1,16,0
1959,2,1,18,0
1959,2,1,20,0
1959,2,1,22,0
1959,2,1,24,0
1959,2,1,26,0
1959,2,1,28,0
1959,2,1,30,0
1959,2,1,32,0
1959,2,1,34,0
1959,2,1,36,0
1959,2,1,38,0
1959,2,1,40,0
1959,2,1,42,0
1959,2,1,44,0
1959,2,1,46,0
1959,2,1,48,0
1959,2,1,50,0
1959,2,1,52,0
1959,2,1,54,0
1959,2,1,56,0
1959,2,1,58,0
1959,2,1,60,0.000574476486669741
1959,2,1,62,0.00314642759547581
1959,2,1,64,0.0177815964897252
1959,2,1,66,0.059977639860079
1959,2,1,68,0.145432317701988
1959,2,1,70,0.285367154426496
1959,2,1,72,0.449513198802494
1959,2,1,74,0.704111749468902
1959,2,1,76,1.17043869889019
1959,2,1,78,2.0741572849357
1959,2,1,80,3.63431215462099
1959,2,1,82,6.04753285118389
1959,2,1,84,9.55369345673845
1959,2,1,86,14.317251417125
1959,2,1,88,20.4649815209122
1959,2,1,90,27.1961162882543
1959,2,1,92,32.2757008643762
1959,2,1,94,35.795427154724
1959,2,1,96,36.6276635570343
1959,2,1,98,34.1239291807367
1959,2,1,100,30.8030730539953
1959,2,1,102,26.5044531872621
1959,2,1,104,22.5277315384208
1959,2,1,106,19.3724268871775
1959,2,1,108,17.7897790867831
1959,2,1,110,17.6075183731941
1959,2,1,112,20.3447492090814
1959,2,1,114,25.7813718747997
1959,2,1,116,34.7994034496801
1959,2,1,118,44.8021410252052
1959,2,1,120,54.726528487586
1959,2,1,122,61.5917213811849
1959,2,1,124,63.9513509155506
1959,2,1,126,60.4693664750044
1959,2,1,128,54.2113004391406
1959,2,1,130,46.2677322636163
1959,2,1,132,37.1049287049694
1959,2,1,134,30.2959773343052
1959,2,1,136,25.3471102198147
1959,2,1,138,22.1348817735393
1959,2,1,140,20.1531578233945
1959,2,1,142,18.231901072759
1959,2,1,144,17.0535983631526
1959,2,1,146,14.9165140762092
1959,2,1,148,12.6795107631747
1959,2,1,150,9.88897540544086
1959,2,1,152,7.10720091832489
1959,2,1,154,4.76875058535741
1959,2,1,156,2.92315872689544
1959,2,1,158,1.56607496394664
1959,2,1,160,0.772278676078303
1959,2,1,162,0.366953949502807
1959,2,1,164,0.191008983452256
1959,2,1,166,0.0994730345509135
1959,2,1,168,0.0415380134187379
1959,2,1,170,0.0159935264705618
1959,2,1,172,0.00382210191263977
1959,2,1,174,0.000668049075492066
1959,2,1,176,0.000245669552184266
1959,2,1,178,0
1959,2,1,180,0
1959,2,1,182,0
1959,2,1,184,0
1959,2,1,186,0
1959,2,1,188,0
1959,2,1,190,0
1959,2,1,192,0
1959,2,1,194,0
1959,2,1,196,0
1959,2,1,198,0
1959,4,1,10,0
1959,4,1,12,0
1959,4,1,14,0
1959,4,1,16,0
1959,4,1,18,0
1959,4,1,20,0
1959,4,1,22,0
1959,4,1,24,0
1959,4,1,26,0
1959,4,1,28,0
1959,4,1,30,0
1959,4,1,32,0
1959,4,1,34,0
1959,4,1,36,0
1959,4,1,38,0
1959,4,1,40,0
1959,4,1,42,0
1959,4,1,44,0
1959,4,1,46,0
1959,4,1,48,0
1959,4,1,50,0
1959,4,1,52,0
1959,4,1,54,0
1959,4,1,56,0
1959,4,1,58,0
1959,4,1,60,0.000190749774044203
1959,4,1,62,0.00102528003548759
1959,4,1,64,0.00582550047763548
1959,4,1,66,0.0191064534954631
1959,4,1,68,0.045898085314836
1959,4,1,70,0.0924553548355192
1959,4,1,72,0.158627145482514
1959,4,1,74,0.287233882988771
1959,4,1,76,0.531441647963211
1959,4,1,78,0.968600180047401
1959,4,1,80,1.65505808922816
1959,4,1,82,2.65479754540681
1959,4,1,84,4.11535013746921
1959,4,1,86,6.07666986301057
1959,4,1,88,8.39648230599857
1959,4,1,90,10.3395279802494
1959,4,1,92,10.8534249156913
1959,4,1,94,10.7289732245933
1959,4,1,96,10.4450789733918
1959,4,1,98,10.6187118010389
1959,4,1,100,12.2036235833732
1959,4,1,102,15.3582755369687
1959,4,1,104,20.0212388413693
1959,4,1,106,27.3098696175955
1959,4,1,108,39.1860166927043
1959,4,1,110,55.2759484455796
1959,4,1,112,75.8539495349253
1959,4,1,114,94.1378456838996
1959,4,1,116,109.131338114086
1959,4,1,118,110.418195256052
1959,4,1,120,101.04239672446
1959,4,1,122,85.9253084251438
1959,4,1,124,70.8213053849014
1959,4,1,126,59.6373640851669
1959,4,1,128,52.3977339218407
1959,4,1,130,47.5967168036049
1959,4,1,132,42.3832111481449
1959,4,1,134,38.1522915012939
1959,4,1,136,33.7368658906322
1959,4,1,138,29.1609512250157
1959,4,1,140,24.2614815031412
1959,4,1,142,18.6821507073776
1959,4,1,144,14.0182350389746
1959,4,1,146,9.66299597520133
1959,4,1,148,6.74723057531802
1959,4,1,150,4.6236150285036
1959,4,1,152,3.20349122872253
1959,4,1,154,2.27657534059602
1959,4,1,156,1.67395752462881
1959,4,1,158,1.19018205074534
1959,4,1,160,0.797280423422221
1959,4,1,162,0.449091533478998
1959,4,1,164,0.222591380449211
1959,4,1,166,0.0890817559380005
1959,4,1,168,0.0323688089671727
1959,4,1,170,0.0125565819667017
1959,4,1,172,0.00407252397398528
1959,4,1,174,0.00149899669539104
1959,4,1,176,0.000945554884918015
1959,4,1,178,0.00486571326485824
1959,4,1,180,0.0160303689437237
1959,4,1,182,0.0386841158916273
1959,4,1,184,0.0645574627288263
1959,4,1,186,0.0721117245791034
1959,4,1,188,0.0601822860738742
1959,4,1,190,0.0358197916067306
1959,4,1,192,0.0162101868870529
1959,4,1,194,0.00440665274599497
1959,4,1,196,0.0010387110044131
1959,4,1,198,0.000125904364171285
1960,1,1,10,0
1960,1,1,12,0
1960,1,1,14,0
1960,1,1,16,0
1960,1,1,18,0
1960,1,1,20,0
1960,1,1,22,0
1960,1,1,24,0
1960,1,1,26,0
1960,1,1,28,0
1960,1,1,30,0
1960,1,1,32,0
1960,1,1,34,0
1960,1,1,36,0
1960,1,1,38,0
1960,1,1,40,0
1960,1,1,42,0
1960,1,1,44,0
1960,1,1,46,0
1960,1,1,48,0
1960,1,1,50,0
1960,1,1,52,0
1960,1,1,54,7.04667288369896e-05
1960,1,1,56,0.000493267101858927
1960,1,1,58,0.00310053606882754
1960,1,1,60,0.0133524834884383
1960,1,1,62,0.0547200936054788
1960,1,1,64,0.146046954465154
1960,1,1,66,0.318461932899941
1960,1,1,68,0.631099656301868
1960,1,1,70,1.20970778870628
1960,1,1,72,2.0472331708159
1960,1,1,74,3.52578967162587
1960,1,1,76,5.8808044548042
1960,1,1,78,9.30344585890735
1960,1,1,80,13.5520764745288
1960,1,1,82,17.582927260168
1960,1,1,84,21.0651202711192
1960,1,1,86,24.1632107670734
1960,1,1,88,27.3096646089143
1960,1,1,90,30.1156322704348
1960,1,1,92,32.2722052432763
1960,1,1,94,35.8293292271961
1960,1,1,96,39.702851677918
1960,1,1,98,42.8546903288762
1960,1,1,100,45.7330695185673
1960,1,1,102,46.8671144301665
1960,1,1,104,46.4689320382473
1960,1,1,106,46.6889812288408
1960,1,1,108,51.501977299132
1960,1,1,110,62.2083260629427
1960,1,1,112,82.0682061835178
1960,1,1,114,106.557509915804
1960,1,1,116,136.439998028278
1960,1,1,118,158.674321291739
1960,1,1,120,170.537020215882
1960,1,1,122,165.933900927669
1960,1,1,124,148.085304880631
1960,1,1,126,121.485297911342
1960,1,1,128,94.8501043598388
1960,1,1,130,73.8973359534574
1960,1,1,132,57.5664298621822
1960,1,1,134,48.6423644915558
1960,1,1,136,43.339924239528
1960,1,1,138,39.7931997970186
1960,1,1,140,36.4568332856351
1960,1,1,142,31.9096462288728
1960,1,1,144,27.8358067665142
1960,1,1,146,22.292531095562
1960,1,1,148,17.201269617565
1960,1,1,150,12.0944793109947
1960,1,1,152,7.92443901561586
1960,1,1,154,5.05965902166976
1960,1,1,156,3.27122211970642
1960,1,1,158,2.15537763870547
1960,1,1,160,1.40999775640789
1960,1,1,162,0.849385857561442
1960,1,1,164,0.501251696287458
1960,1,1,166,0.292123244488119
1960,1,1,168,0.226719942206276
1960,1,1,170,0.210061957622523
1960,1,1,172,0.19876203002961
1960,1,1,174,0.18014043108023
1960,1,1,176,0.127238877982703
1960,1,1,178,0.0663571150913968
1960,1,1,180,0.0256274999186863
1960,1,1,182,0.00819634464800746
1960,1,1,184,0.00151652045974158
1960,1,1,186,0.000371392765651
1960,1,1,188,0
1960,1,1,190,3.09493971375833e-05
1960,1,1,192,0
1960,1,1,194,0
1960,1,1,196,0
1960,1,1,198,0
1960,2,1,10,0
1960,2,1,12,0
1960,2,1,14,0
1960,2,1,16,0
1960,2,1,18,0
1960,2,1,20,0
1960,2,1,22,0
1960,2,1,24,0
1960,2,1,26,0
1960,2,1,28,0
1960,2,1,30,0
1960,2,1,32,0
1960,2,1,34,0
1960,2,1,36,0
1960,2,1,38,0
1960,2,1,40,0
1960,2,1,42,0
1960,2,1,44,0
1960,2,1,46,3.28713470645325e-05
1960,2,1,48,0.000986140411935974
1960,2,1,50,0.00387881895361483
1960,2,1,52,0.0142328559798425
1960,2,1,54,0.0375203323803891
1960,2,1,56,0.063267227325926
1960,2,1,58,0.0836797228719099
1960,2,1,60,0.0889072894824863
1960,2,1,62,0.0942957144355847
1960,2,1,64,0.0993543455967251
1960,2,1,66,0.113950098291578
1960,2,1,68,0.141456303210996
1960,2,1,70,0.208092182746229
1960,2,1,72,0.325274705295066
1960,2,1,74,0.542137788736981
1960,2,1,76,0.80978641849795
1960,2,1,78,1.16641281681108
1960,2,1,80,1.72812960392091
1960,2,1,82,2.82181327494108
1960,2,1,84,4.48445535914009
1960,2,1,86,6.62579098964962
1960,2,1,88,9.03447689360169
1960,2,1,90,11.3677229340644
1960,2,1,92,12.8877349769706
1960,2,1,94,13.8600607634485
1960,2,1,96,14.122689816021
1960,2,1,98,13.8670936700267
1960,2,1,100,14.0878944836248
1960,2,1,102,14.7422346376234
1960,2,1,104,15.9206334909468
1960,2,1,106,17.6839076686282
1960,2,1,108,20.5263330550167
1960,2,1,110,23.7127977306435
1960,2,1,112,28.0025216563253
1960,2,1,114,32.8949415100693
1960,2,1,116,40.4418625992615
1960,2,1,118,48.6233214857955
1960,2,1,120,57.2691164695461
1960,2,1,122,63.9238503370215
1960,2,1,124,67.6856296966225
1960,2,1,126,67.886257401141
1960,2,1,128,67.6821821441056
1960,2,1,130,66.4614795230718
1960,2,1,132,61.8995010578577
1960,2,1,134,57.2989474296517
1960,2,1,136,52.3613055943478
1960,2,1,138,47.9989887354954
1960,2,1,140,43.9948057348892
1960,2,1,142,38.8142367385317
