year,season,fishery,area,obs,pred
1968,1,32,1,1.30604044633065,1.31943023069425
1968,2,32,1,0.956973096743588,1.11806554496989
1968,3,32,1,0.863898494756896,1.05133417453413
1968,4,32,1,0.967809508316769,1.48735593005131
1969,1,32,1,1.09145317892017,1.36711133610061
1969,2,32,1,1.01613884674376,1.27417638840051
1969,3,32,1,1.75084757629979,1.2781324639535
1969,4,32,1,2.07923492181884,1.73082816143794
1970,1,32,1,2.12357289936866,1.53987308393473
1970,2,32,1,2.08298091506062,1.33963876598888
1970,3,32,1,2.06659019442347,1.28171624981137
1970,4,32,1,2.53020417230721,1.77482175825383
1971,1,32,1,1.52150503563337,1.59951426695193
1971,2,32,1,1.35540458977185,1.45310115471435
1971,3,32,1,1.48067786528104,1.41637388004639
1971,4,32,1,1.61203926221402,1.78193526281129
1972,1,32,1,1.0348950286711,1.52959041966338
1972,2,32,1,1.15349907877873,1.27328477702902
1972,3,32,1,1.13292184603767,1.15939695087071
1972,4,32,1,1.24707399082276,1.46829226356713
1973,1,32,1,0.71533808635256,1.30395245245706
1973,2,32,1,1.22593031918807,1.16264781141401
1973,3,32,1,1.13666666368028,1.12614466683059
1973,4,32,1,1.913052243867,1.52165719374471
1974,1,32,1,1.61930978530193,1.38458436897636
1974,2,32,1,0.999988310068328,1.2555829917756
1974,3,32,1,0.865368371238997,1.2136107415578
1974,4,32,1,1.31245574917369,1.54511756298231
1975,1,32,1,1.26175044635899,1.33870134698761
1975,2,32,1,0.704265403683373,1.13099751504419
1975,3,32,1,0.928328148874304,1.04507640753269
1975,4,32,1,1.30643231724225,1.3380321636239
1976,1,32,1,1.48780220376803,1.19363109312714
1976,2,32,1,0.906295379623143,1.0571853010598
1976,3,32,1,1.14556733113372,1.02015033123498
1976,4,32,1,1.32843293075279,1.38195615626803
1977,1,32,1,1.33682847641713,1.26718765489886
1977,2,32,1,1.23232176019242,1.1467134714395
1977,3,32,1,1.13814529124274,1.12749685157938
1977,4,32,1,1.80669642852305,1.56799855441722
1978,1,32,1,1.57680397849789,1.44426421773024
1978,2,32,1,1.69893230861855,1.30056657962273
1978,3,32,1,1.6362384837171,1.24844652696915
1978,4,32,1,2.51506839999758,1.63133712398157
1979,1,32,1,1.90598702927192,1.42190852371858
1979,2,32,1,1.44802419054288,1.19793590908191
1979,3,32,1,1.11493934017314,1.10528144069349
1979,4,32,1,1.64000616340037,1.41524123406116
1980,1,32,1,1.81158110021941,1.2570905957472
1980,2,32,1,1.95306512993593,1.08811843694999
1980,3,32,1,1.60512237535102,1.02759384854422
1980,4,32,1,1.72685183119931,1.32141086114176
1981,1,32,1,1.10255476436651,1.18128165812998
1981,2,32,1,1.07876837837208,1.02812833630024
1981,3,32,1,1.12019188889238,0.985102088532922
1981,4,32,1,1.17727212056871,1.2905906734875
1982,1,32,1,1.06412195104992,1.18435698663574
1982,2,32,1,1.23676611356528,1.06108291016988
1982,3,32,1,0.900414559540297,1.03666621310122
1982,4,32,1,1.93227873855861,1.35554013700808
1983,1,32,1,1.18530485132037,1.2371371990594
1983,2,32,1,1.29757871385239,1.09627711640332
1983,3,32,1,1.15638643416609,1.06544228070443
1983,4,32,1,1.65615723478929,1.37919500602612
1984,1,32,1,1.73411986106907,1.26137197799817
1984,2,32,1,0.820369853137831,1.11337951722773
1984,3,32,1,0.813670325943241,1.0605737125902
1984,4,32,1,1.18376495616237,1.30773940299345
1985,1,32,1,1.15476862588829,1.16427665827675
1985,2,32,1,0.710561341139456,1.00598684997833
1985,3,32,1,0.713337941220719,1.0186314390971
1985,4,32,1,0.869532124434209,1.35432069971387
1986,1,32,1,1.99650868974296,1.33295728976922
1986,2,32,1,1.51725078027055,1.2542026098339
1986,3,32,1,1.1809273267849,1.2755787535872
1986,4,32,1,1.4304656204799,1.59185499542802
1987,1,32,1,0.912460939928028,1.45324647209557
1987,2,32,1,1.36097315635077,1.27252103530823
1987,3,32,1,0.962472292738249,1.25357566527819
1987,4,32,1,1.50455925275793,1.49975235828214
1988,1,32,1,1.2837686372832,1.38264730711948
1988,2,32,1,0.950003129673328,1.23109005438777
1988,3,32,1,1.68826267969514,1.2428411391794
1988,4,32,1,1.78728909533313,1.47978972503059
1989,1,32,1,1.31048854132467,1.38458436897636
1989,2,32,1,1.15372980166601,1.24782245973547
1989,3,32,1,1.24819686263102,1.24023391133452
1989,4,32,1,1.19065074238501,1.42803589477709
1990,1,32,1,1.05798906728108,1.30590984881601
1990,2,32,1,0.993874835772595,1.15951289636297
1990,3,32,1,0.770434991205648,1.17880356955161
1990,4,32,1,1.11349086074654,1.37506362118384
1991,1,32,1,1.49810353770561,1.30551813462143
1991,2,32,1,1.51376511352928,1.20454270862598
1991,3,32,1,1.06748989496404,1.2050246220857
1991,4,32,1,0.810584245970187,1.3356258720415
1992,1,32,1,0.890475223297473,1.2043018241735
1992,2,32,1,0.909236538757995,1.05511524718522
1992,3,32,1,0.989317467880985,1.04051938797159
1992,4,32,1,1.80651576791337,1.15349907877873
1993,1,32,1,1.57711937083177,1.06992654865421
1993,2,32,1,1.21458201861007,0.977282029218406
1993,3,32,1,2.3993551170066,0.985575051037338
1993,4,32,1,2.03480501789121,1.0945244755037
1994,1,32,1,1.40494759056359,1.01465636650142
1994,2,32,1,0.795487615119426,0.926658661196002
1994,3,32,1,0.665710758048883,0.943999162518156
1994,4,32,1,2.14405736732834,1.08032292384105
1995,1,32,1,2.04868884352104,1.01722669720598
1995,2,32,1,1.27711036687568,0.941444388070651
1995,3,32,1,0.820451894225131,0.96466923312602
1995,4,32,1,0.924705472759329,1.13337510542192
1996,1,32,1,0.802197854636238,1.07172553598218
1996,2,32,1,0.70005246272297,0.997198930336776
1996,3,32,1,0.837444739622632,1.00549504266538
1996,4,32,1,1.19757658221092,1.15407597252954
1997,1,32,1,1.24135062430017,1.05703730547759
1997,2,32,1,0.963011428166013,0.946324259154267
1997,3,32,1,1.0823774886148,0.921815669530904
1997,4,32,1,0.931694786711234,1.02994973491774
1998,1,32,1,1.42589544667234,0.927122106378241
1998,2,32,1,1.32511599632152,0.814728785216428
1998,3,32,1,1.00659968255855,0.783722715813611
1998,4,32,1,1.39570546901586,0.865281838728571
1999,1,32,1,0.757902901371165,0.780750220810926
1999,2,32,1,0.476255882934094,0.685641762332432
1999,3,32,1,0.487434186358212,0.658889128939672
1999,4,32,1,1.2872394961548,0.743489972544033
2000,1,32,1,1.66529119494589,0.677124583571012
2000,2,32,1,0.64992389991523,0.598337681274638
2000,3,32,1,0.511094895776047,0.581351333541412
2000,4,32,1,0.962655179847595,0.686533676241894
2001,1,32,1,0.822505590010793,0.637373151364576
2001,2,32,1,0.555103886427475,0.567338018684617
2001,3,32,1,0.394908968553137,0.545583180749543
2001,4,32,1,0.4440580419416,0.647458875607981
2002,1,32,1,0.438366482685236,0.589547491446184
2002,2,32,1,0.384812144552979,0.513246008512919
2002,3,32,1,0.455572686418359,0.487775509737909
2002,4,32,1,0.792074362127597,0.589724382225908
2003,1,32,1,1.06445187999109,0.540262579108718
2003,2,32,1,0.875815348192161,0.469869632694482
2003,3,32,1,0.377192353563157,0.443215132679285
2003,4,32,1,0.664114967943671,0.546730109282581
2004,1,32,1,0.332206006829244,0.499923596118121
2004,2,32,1,0.273897864331446,0.43456923625893
2004,3,32,1,0.41786369004938,0.416570318372102
2004,4,32,1,0.424688211197858,0.534031741915078
2005,1,32,1,0.537568008253998,0.498974643076362
2005,2,32,1,0.335880445265251,0.436616519015119
2005,3,32,1,0.596903392674358,0.411601348001362
2005,4,32,1,0.489681548585736,0.509716800822831
2006,1,32,1,0.717200385316635,0.460105255209723
2006,2,32,1,0.559226891491145,0.393686646328946
2006,3,32,1,0.358079589589914,0.374149435952751
2006,4,32,1,0.372916777818666,0.483501916640728
2007,1,32,1,0.601938499013055,0.455663810067704
2007,2,32,1,0.237639609200057,0.405351778496654
2007,3,32,1,0.229236742361958,0.396967843625472
2007,4,32,1,0.45826851012804,0.525397584074863
2008,1,32,1,0.662456754154701,0.495543568857965
2008,2,32,1,0.393057251345078,0.439156252934055
2008,3,32,1,0.361316851724339,0.428056535428959
2008,4,32,1,0.549250861069467,0.563605917243572
2009,1,32,1,0.444591231441647,0.529511709461059
2009,2,32,1,0.258205370762927,0.46771319599102
2009,3,32,1,0.297304028138473,0.451310367450006
2009,4,32,1,0.301495556771432,0.581525765104901
2010,1,32,1,0.535422031036719,0.536762260703358
2010,2,32,1,0.470480860428931,0.468227963576877
2010,3,32,1,0.444013638357622,0.445481303680078
2010,4,32,1,0.48128291543978,0.556549034410465
2011,1,32,1,0.552943197352777,0.507732776661486
2011,2,32,1,0.519597918583055,0.441269270132423
2011,3,32,1,0.424306163754918,0.420756919674047
2011,4,32,1,0.53424539734008,0.52914118096454
2012,1,32,1,0.706663981327262,0.490416622075906
2012,2,32,1,0.36312795998046,0.434091472917058
2012,3,32,1,0.256660776953556,0.423966854565686
2012,4,32,1,0.466778704402124,0.549086110524963
2013,1,32,1,0.407017132431173,0.523143224809353
2013,2,32,1,0.437403136492689,0.473548946499235
2013,3,32,1,0.186001600586909,0.470951576608223
2013,4,32,1,0.497380476245803,0.62319238730053
2014,1,32,1,0.493960363916527,0.591673687271585
2014,2,32,1,0.410737892116559,0.534833390614166
2014,3,32,1,0.420126257409483,0.530943322885021
2014,4,32,1,0.577411554901973,0.695516878333561
2015,1,32,1,0.889763127994934,0.653704411420074
2015,2,32,1,0.486703583168056,0.584323798685776
2015,3,32,1,0.521993574793482,0.567508245622987
2015,4,32,1,0.658230569145509,0.721805187431716
2016,1,32,1,1.22446008512191,0.661397670840643
2016,2,32,1,0.600435532256762,0.578336152870944
2016,3,32,1,0.555548147217239,0.551231727589718
2016,4,32,1,1.2123977374194,0.693294781573898
2017,1,32,1,0.798037252732299,0.636481453286964
2017,2,32,1,0.493861581722293,0.56332418472395
2017,3,32,1,0.954736397655747,0.546511460971445
2017,4,32,1,0.970523172296701,0.679091094926637
2018,1,32,1,0.669850986193512,0.629455574918482
2018,2,32,1,0.705745915023928,0.562704868806956
2018,3,32,1,0.43456923625893,0.557440225628375
2018,4,32,1,0.867881581909721,0.717846156216735
2019,1,32,1,0.952133521832227,0.697257845832015
2019,2,32,1,0.943338594330232,0.643264040898638
2019,3,32,1,0.764219673794607,0.65560290569937
2019,4,32,1,0.981002765851754,0.846114995606912
2020,1,32,1,0.429557358210739,0.814321522647947
2020,2,32,1,0.544384217095496,0.741411112383323
2020,3,32,1,0.700122471469621,0.730299905321046
2020,4,32,1,0.844677822058016,0.865022293110741
2021,1,32,1,0.986709114307428,0.819385999744164
2021,2,32,1,0.566941021036925,0.719283285179088
2021,3,32,1,0.76094058429225,0.734254191774292
2021,4,32,1,0.870402091469664,0.922156804434695
2022,1,32,1,0.640503943983988,0.906739573177692
2022,2,32,1,0.604290642858362,0.834268488311645
2022,3,32,1,0.67922692672835,0.833267966558785
2022,4,32,1,0.839121305108508,0.999722938388659
2023,1,32,1,0.790649910666684,0.904566007524161
2023,2,32,1,0.512527966847447,0.778255813284933
2023,3,32,1,0.532538544489667,0.726948240495768
2023,4,32,1,1.07088991599827,0.840969404143285
2024,1,32,1,1.36029283986589,0.741188722409772
2024,2,32,1,1.08929423968108,0.636545104614806
2024,3,32,1,0.899604550995232,0.604955728295434
2024,4,32,1,1.03035149365222,0.767666411670536
1952,1,33,2,4.09186149596232,3.12364315968415
1952,2,33,2,3.4418186189883,3.18993327611618
1952,3,33,2,3.31348332470031,2.69258042604582
1952,4,33,2,0.0344929611637407,3.17719902848597
1953,1,33,2,2.93879607739822,3.13302815962437
1953,2,33,2,4.95798793416143,3.20271856274687
1953,3,33,2,2.89214950783889,2.68720064676627
1953,4,33,2,2.18846415780908,3.15819290968977
1954,1,33,2,2.95943981873949,3.09256239093702
1954,2,33,2,3.07099004549651,3.13302815962437
1954,3,33,2,1.98079840841172,2.60960795176443
1954,4,33,2,3.40416608279082,2.9772498342685
1955,1,33,2,2.30020902674699,2.69284969755178
1955,2,33,2,0.0164077745262926,2.61666341382178
1955,3,33,2,1.89439589728806,2.08589913061595
1955,4,33,2,3.6002381642143,2.55078205401436
1956,1,33,2,2.95648185814754,2.67593807201281
1956,2,33,2,3.41098122782972,3.4487091444549
1956,3,33,2,1.80814236396292,2.8462433443487
1956,4,33,2,3.34343927419294,2.84339852365177
1957,1,33,2,2.3513743805749,2.62846493268637
1957,2,33,2,3.58945363460447,3.26088946438519
1957,3,33,2,2.42080468654756,2.66952352117996
1957,4,33,2,2.87772485199067,2.63662581681258
1958,1,33,2,1.90446284940174,2.48879834096326
1958,2,33,2,3.61466795721745,3.25763020482219
1958,3,33,2,0.937714263047358,2.69446589218021
1958,4,33,2,3.15819290968977,2.64296131833372
1959,1,33,2,1.9037012165987,2.68773814064322
1959,2,33,2,3.51486107144747,4.15785784275601
1959,3,33,2,6.00144335821074,3.52542148736538
1959,4,33,2,3.64734680305677,3.26088946438519
1960,1,33,2,2.87772485199067,2.90374127394678
1960,2,33,2,4.53579331540313,3.72475098525122
1960,3,33,2,1.65532936315705,3.04043318398917
1960,4,33,2,3.54663760098212,2.88348606098324
1961,1,33,2,2.31683029650688,2.53907540250709
1961,2,33,2,3.7061737122102,2.95057480345496
1961,3,33,2,3.15819290968977,2.35773166988096
1961,4,33,2,4.36666692194639,2.29538365620321
1962,1,33,2,1.96658787916587,2.12314822725742
1962,2,33,2,2.40247630699263,2.65966453452437
1962,3,33,2,2.63425392109063,2.18212680535392
1962,4,33,2,3.00416602394643,2.10223276218645
1963,1,33,2,2.3487892908163,1.93789047999261
1963,2,33,2,1.96383658249209,2.51029430686227
1963,3,33,2,1.99072720175215,2.14362859873316
1963,4,33,2,2.71692302727342,2.07840339416673
1964,1,33,2,2.61065200374161,1.85021157978107
1964,2,33,2,3.19951744500975,2.28827898479931
1964,3,33,2,2.31428318434924,2.04889372264918
1964,4,33,2,2.20626270428712,2.06803731399233
1965,1,33,2,1.65070092377926,1.89534333207566
1965,2,33,2,2.00290775058695,2.56690270769472
1965,3,33,2,1.92379538916408,2.62846493268637
1965,4,33,2,2.61954332723897,2.71828182845905
1966,1,33,2,2.26437775649963,2.19131101126805
1966,2,33,2,2.19306476148361,2.15803913172283
1966,3,33,2,2.8547948952945,1.87554634316515
1966,4,33,2,2.24341666352338,1.97289104005793
1967,1,33,2,2.36079871419867,1.72357392771444
1967,2,33,2,1.64575624173949,1.9286108945106
1967,3,33,2,1.87535879790825,1.92745407505443
1967,4,33,2,2.65886675483695,2.07238475556768
1968,1,33,2,2.21267015243882,1.70727750596694
1968,2,33,2,1.86097398775632,1.67062866216262
1968,3,33,2,1.02952754208187,1.49167552263038
1968,4,33,2,1.26693424270995,1.60946206170469
1969,1,33,2,1.35188511513811,1.43304277734211
1969,2,33,2,1.42261965574863,1.71720848750818
1969,3,33,2,0.014436435861202,1.90579644009861
1969,4,33,2,2.65594360943135,2.10265325078635
1970,1,33,2,1.7077897660539,1.72892529722755
1970,2,33,2,2.61300264817631,1.7561080057275
1970,3,33,2,1.19136534719045,1.67096282130986
1970,4,33,2,2.15265077214942,1.82284779369961
1971,1,33,2,1.7917629080072,1.60721039135532
1971,2,33,2,1.68488952861121,1.85558498102838
1971,3,33,2,1.26820181063098,1.93131284068392
1971,4,33,2,2.09384062659839,2.08944817497097
1972,1,33,2,1.76138424013913,1.70761899561596
1972,2,33,2,1.11974390174023,1.6352570350909
1972,3,33,2,1.35757497295902,1.39458935114732
1972,4,33,2,2.24723371542621,1.48438419092091
1973,1,33,2,1.96403297596985,1.33482473688286
1973,2,33,2,2.60205105150582,1.51558272201249
1973,3,33,2,1.76755988605567,1.46858595138765
1973,4,33,2,1.80002400333623,1.58550029332345
1974,1,33,2,1.61736777899639,1.43118103212815
1974,2,33,2,1.35283176600785,1.72013022470992
1974,3,33,2,1.23565352480312,1.71086655591294
1974,4,33,2,2.6177102885483,1.80398841539786
1975,1,33,2,1.80687710719968,1.51043849090614
1975,2,33,2,2.35773166988096,1.54914009567253
1975,3,33,2,1.9299613947567,1.343260678038
1975,4,33,2,2.57461497843972,1.41679885595361
1976,1,33,2,1.97091913513466,1.30212819630089
1976,2,33,2,1.96030485615088,1.52226597837102
1976,3,33,2,1.88909900788146,1.41029654799027
1976,4,33,2,2.23133486375848,1.49885277676862
1977,1,33,2,2.31891638237156,1.38749505129797
1977,2,33,2,1.9448794583335,1.65930692479337
1977,3,33,2,1.54048915637458,1.54542661739931
1977,4,33,2,1.38721758003576,1.64674399177991
1978,1,33,2,1.60544343193068,1.53219293488798
1978,2,33,2,2.85765111806316,1.81266837502937
1978,3,33,2,1.64099046235856,1.64608542590516
1978,4,33,2,1.47565210916596,1.70642408058808
1979,1,33,2,1.28415382564975,1.46228458943422
1979,2,33,2,1.66462521167344,1.49182469764127
1979,3,33,2,1.15315308095737,1.24371143254397
1979,4,33,2,1.60576455272808,1.32312981233744
1980,1,33,2,1.37423883047309,1.21397487939822
1980,2,33,2,2.56100561572243,1.30147729494164
1980,3,33,2,1.16113735127099,1.10423192192518
1980,4,33,2,1.77926436359228,1.17644831844869
1981,1,33,2,1.08012848321494,1.06302646971008
1981,2,33,2,1.41977725978057,1.11415915573143
1981,3,33,2,0.996504124850172,0.945331140160869
1981,4,33,2,0.997834348414573,1.04415714482897
1982,1,33,2,0.826545757729056,1.00276982890744
1982,2,33,2,0.995865570384714,1.11773017561431
1982,3,33,2,0.702085561433133,0.981454130930055
1982,4,33,2,1.11493934017314,1.08677000628796
1983,1,33,2,0.844593358499058,1.03520554375463
1983,2,33,2,1.18080923995666,1.13917008309202
1983,3,33,2,0.834685726856745,0.999065936509142
1983,4,33,2,1.46579828719961,1.12086420570059
1984,1,33,2,1.09981281814298,1.09321183387558
1984,2,33,2,1.34648837535278,1.21300408786309
1984,3,33,2,1.12490658876485,1.05527352634293
1984,4,33,2,1.13473597190501,1.14053790772237
1985,1,33,2,0.878710312905793,1.0444286609822
1985,2,33,2,2.47242635888402,1.07742076033586
1985,3,33,2,0.932981413084906,0.919146276579842
1985,4,33,2,1.24358706761906,1.10214689456426
1986,1,33,2,0.967548235023005,1.21798761387055
1986,2,33,2,1.55721660489495,1.47314563168987
1986,3,33,2,1.29343309849023,1.33509172852851
1986,4,33,2,1.67163134013323,1.44137857589849
1987,1,33,2,1.5107406088151,1.32830009410166
1987,2,33,2,1.42575286425691,1.38043684027313
1987,3,33,2,1.71343478143441,1.15580838547322
1987,4,33,2,1.32418873970178,1.2570905957472
1988,1,33,2,0.913565685901867,1.20912867874353
1988,2,33,2,1.25282374547752,1.28736822654082
1988,3,33,2,0.708645413185044,1.08400227313146
1988,4,33,2,1.58645187894658,1.18021898291324
1989,1,33,2,0.767436146288569,1.14099421414066
1989,2,33,2,1.02183496872525,1.21215528211825
1989,3,33,2,0.906585440551896,1.00679498184038
1989,4,33,2,0.834852680696944,1.06652958626231
1990,1,33,2,1.47299832449219,0.985102088532922
1990,2,33,2,1.58264895976553,1.00019121827989
1990,3,33,2,1.37245348072225,0.810584245970187
1990,4,33,2,0.661529963603646,0.884086827512403
1991,1,33,2,0.585669290144794,0.876078132212251
1991,2,33,2,0.747067303137196,0.937592368116504
1991,3,33,2,0.951571928740598,0.766056003726194
1991,4,33,2,0.696491283887964,0.796283500610968
1992,1,33,2,0.401479020404664,0.70985113496059
1992,2,33,2,0.976881425715757,0.6890785559682
1992,3,33,2,0.57183773952728,0.538159658411006
1992,4,33,2,0.505958818181427,0.574359369098028
1993,1,33,2,0.372060054838781,0.555659267958387
1993,2,33,2,0.723105606795407,0.59084592367912
1993,3,33,2,1.29602255327885,0.494306257219801
1993,4,33,2,0.907419882941847,0.539722586570878
1994,1,33,2,0.715838998311739,0.535047366762788
1994,2,33,2,0.428484806064017,0.573842678211615
1994,3,33,2,0.943197104153112,0.475637152548168
1994,4,33,2,0.495642687483269,0.530253545018027
1995,1,33,2,0.470104626254323,0.55973042224834
1995,2,33,2,0.73926413477961,0.622320528401942
1995,3,33,2,0.49248070342526,0.510992687018108
1995,4,33,2,0.303309967902223,0.566091246995234
1996,1,33,2,0.227410164476343,0.605076731541014
1996,2,33,2,1.89004379356214,0.684545612666278
1996,3,33,2,0.806622098354186,0.560234406387207
1996,4,33,2,0.21246032795994,0.604955728295434
1997,1,33,2,0.329229566838682,0.617670583528798
1997,2,33,2,1.00426506963022,0.672535756098404
1997,3,33,2,0.778956558805073,0.535904127775643
1997,4,33,2,0.631346777028,0.571094833459465
1998,1,33,2,0.34714941532451,0.574072261196436
1998,2,33,2,0.7082203534678,0.618041297081859
1998,3,33,2,2.06555715760699,0.490956377171067
1998,4,33,2,0.324977282206064,0.528506592376685
1999,1,33,2,0.355226380924952,0.546019821927327
1999,2,33,2,0.500924443824447,0.594104529210169
1999,3,33,2,0.688802979664747,0.469024628087929
1999,4,33,2,1.70574164745157,0.509971722948463
2000,1,33,2,1.02409572121749,0.543459550116057
2000,2,33,2,0.542644971877295,0.60683400087146
2000,3,33,2,0.517161538344244,0.486022674898624
2000,4,33,2,0.316953564519603,0.54547407502433
2001,1,33,2,1.00077860295404,0.609327127692562
2001,2,33,2,0.946267481402068,0.694057825430811
2001,3,33,2,0.397206095800152,0.54744132061185
2001,4,33,2,0.676515445599002,0.577180636466779
2002,1,33,2,0.438805068424241,0.58978335761285
2002,2,33,2,0.697327575103003,0.638904684031916
2002,3,33,2,0.387709085586604,0.504897419521902
2002,4,33,2,0.642171421019147,0.56225488492946
2003,1,33,2,1.03463633725171,0.60786649604518
2003,2,33,2,1.40550968201061,0.671527708688822
2003,3,33,2,0.446060805969737,0.527186976103385
2003,4,33,2,0.390549717603485,0.572982559444646
2004,1,33,2,0.55167288941299,0.58913495260761
2004,2,33,2,1.1029517555358,0.622880868992946
2004,3,33,2,0.413623143961396,0.48728797803465
2004,4,33,2,0.534031741915078,0.561917633184144
2005,1,33,2,0.676650762219333,0.621636352186606
2005,2,33,2,0.837863566690485,0.684408717233745
2005,3,33,2,0.5654688889832,0.533871556421529
2005,4,33,2,0.556382094742344,0.563549559469784
2006,1,33,2,1.06483515165264,0.548427602376243
2006,2,33,2,0.72216618026612,0.561692911078288
2006,3,33,2,0.805090971398535,0.446462441403945
2006,4,33,2,0.540911283348348,0.528242405132812
2007,1,33,2,0.519390120977913,0.578220497206322
2007,2,33,2,0.909973318709986,0.627256331327612
2007,3,33,2,0.423162082317749,0.502077896006773
2007,4,33,2,1.54249309455546,0.577989255258912
2008,1,33,2,0.718492508572262,0.608961641072897
2008,2,33,2,0.852740498442439,0.643521397982983
2008,3,33,2,0.485828304705295,0.508139125400639
2008,4,33,2,0.560963184718789,0.57568191599286
2009,1,33,2,0.539075307911862,0.593451373529522
2009,2,33,2,0.557551724823049,0.622818584020348
2009,3,33,2,0.481186668481709,0.49090728398805
2009,4,33,2,0.182318522128221,0.539614652847296
2010,1,33,2,0.595829932971111,0.530837144838602
2010,2,33,2,0.934970781419923,0.54936072222743
2010,3,33,2,0.363854942640754,0.440563803823758
2010,4,33,2,0.577122921288939,0.490269519155825
2011,1,33,2,0.636099678958743,0.478021293696822
2011,2,33,2,0.607076783025002,0.489779494689737
2011,3,33,2,0.199887614075144,0.394711563424256
2011,4,33,2,0.3024014015295,0.453935573318913
2012,1,33,2,0.30059242547541,0.460289334125135
2012,2,33,2,0.262895148815812,0.484373003833962
2012,3,33,2,0.391331598659121,0.398001302933817
2012,4,33,2,0.309746827703221,0.472224864029562
2013,1,33,2,0.323679969432537,0.500874353884604
2013,2,33,2,0.789780673932803,0.541290053800884
2013,3,33,2,0.495593125692651,0.446105414280712
2013,4,33,2,0.240508463208342,0.521419697551558
2014,1,33,2,0.603143580691065,0.543133572189144
2014,2,33,2,0.481908990090202,0.583272961884988
2014,3,33,2,0.630589615283473,0.478595263562301
2014,4,33,2,0.350287861887479,0.554050190371503
2015,1,33,2,0.505655333944894,0.580131776723821
2015,2,33,2,0.465194351732954,0.634067413345257
2015,3,33,2,0.413375044512297,0.527397893074409
2015,4,33,2,0.654031345352456,0.592798935925109
2016,1,33,2,0.757751335947939,0.592621122917616
2016,2,33,2,1.01517397322684,0.617917701182445
2016,3,33,2,0.613668744801521,0.493812198033346
2016,4,33,2,0.589252791381616,0.551286853518727
2017,1,33,2,0.642364101346057,0.557105861812174
2017,2,33,2,0.423500747431586,0.585845017289591
2017,3,33,2,0.424560823843557,0.464822345074072
2017,4,33,2,0.553994788122625,0.511452787450562
2018,1,33,2,0.483743728046862,0.502731021711308
2018,2,33,2,0.745425561648101,0.512374231518845
